Gene,allele,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,phylon_exclusive
group_28291,group_28291,573.JG24_00220,1.31e-93,274.0,"2CATW@1|root,2ZIJ2@2|Bacteria,1PAA8@1224|Proteobacteria,1STQQ@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_8126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_45359,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_2440,group_2440,573.JG24_00130,2.02e-218,603.0,"COG3504@1|root,COG3504@2|Bacteria,1MVHJ@1224|Proteobacteria,1RSJF@1236|Gammaproteobacteria",2|Bacteria,U,"Type IV secretory pathway, VirB9 components",virB9,-,-,"ko:K03204,ko:K12085,ko:K12093","ko03070,ko05120,map03070,map05120","M00333,M00564",-,-,"ko00000,ko00001,ko00002,ko02044","3.A.7,3.A.7.12.1,3.A.7.3.1",-,-,CagX,True
group_2442,group_2442,573.JG24_00150,0.0,1755.0,"COG3451@1|root,COG3702@1|root,COG3451@2|Bacteria,COG3702@2|Bacteria,1MXH0@1224|Proteobacteria,1RQW2@1236|Gammaproteobacteria",2|Bacteria,U,"type IV secretory pathway, VirB4 components",virB4,-,-,"ko:K03198,ko:K03199,ko:K12080,ko:K12108,ko:K20529,ko:K20530","ko02024,ko03070,ko05120,map02024,map03070,map05120","M00333,M00564",-,-,"ko00000,ko00001,ko00002,ko02044","3.A.7,3.A.7.12.1,3.A.7.3.1,3.A.7.4",-,-,"CagE_TrbE_VirB,VirB3",True
group_23788,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_13398,group_13398,84531.JMTZ01000028_gene75,1.03e-99,308.0,"COG0673@1|root,COG0673@2|Bacteria,1PCI1@1224|Proteobacteria,1SXJR@1236|Gammaproteobacteria,1X6BP@135614|Xanthomonadales",2|Bacteria,S,"Oxidoreductase family, NAD-binding Rossmann fold",-,-,-,-,-,-,-,-,-,-,-,-,GFO_IDH_MocA,True
group_3286,group_3286,573.JG24_00255,9.569999999999999e-55,170.0,"2E5MA@1|root,330C8@2|Bacteria,1NDW3@1224|Proteobacteria,1SEJS@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_11838,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_12864,group_12864,573.JG24_00160,4.34e-152,427.0,"COG0741@1|root,COG0741@2|Bacteria,1N00I@1224|Proteobacteria,1S0XN@1236|Gammaproteobacteria",2|Bacteria,M,COG0741 Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM invasin domains),virB1,-,-,ko:K03194,"ko03070,map03070",M00333,-,-,"ko00000,ko00001,ko00002,ko02044",-,-,-,SLT,True
group_28719,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
yajA,yajA,573.JG24_00190,2.26e-49,157.0,"2EQSY@1|root,33ICR@2|Bacteria,1NHPU@1224|Proteobacteria,1SGI1@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
rfaH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_18599,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_17396,group_17396,1168065.DOK_12461,0.0,1585.0,"COG4644@1|root,COG4644@2|Bacteria,1MUIU@1224|Proteobacteria,1RPHA@1236|Gammaproteobacteria,1J8BB@118884|unclassified Gammaproteobacteria",2|Bacteria,L,"COG4644 Transposase and inactivated derivatives, TnpA family",-,-,-,-,-,-,-,-,-,-,-,-,"DDE_Tnp_Tn3,DUF4158",True
group_12859,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_34740,group_34740,573.JG24_00070,3.86e-196,543.0,"COG3091@1|root,COG3091@2|Bacteria,1RBMK@1224|Proteobacteria,1S3MT@1236|Gammaproteobacteria",2|Bacteria,S,SprT-like family,mpr,-,-,-,-,-,-,-,-,-,-,-,SprT-like,True
blaNDM1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_47409,group_47409,573.JG24_00080,1.27e-73,224.0,"COG2916@1|root,COG2916@2|Bacteria,1QJQJ@1224|Proteobacteria,1SC6E@1236|Gammaproteobacteria",2|Bacteria,S,Domain in histone-like proteins of HNS family,-,-,-,"ko:K03746,ko:K11685",-,-,-,-,"ko00000,ko03036,ko03400",-,-,-,Histone_HNS,True
group_47578,group_47578,573.JG24_00085,0.0,1524.0,"COG0550@1|root,COG0551@1|root,COG0550@2|Bacteria,COG0551@2|Bacteria,1MUFZ@1224|Proteobacteria,1RN4X@1236|Gammaproteobacteria",2|Bacteria,L,"Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone",topB,-,5.99.1.2,"ko:K03168,ko:K03169,ko:K07479",-,-,-,-,"ko00000,ko01000,ko03032,ko03400",-,-,-,"DUF2726,Topoisom_bac,Toprim,Toprim_Crpt,zf-C4_Topoisom",True
group_30627,group_30627,573.JG24_00200,2.2e-123,352.0,"2BPVN@1|root,32IPC@2|Bacteria,1RJK6@1224|Proteobacteria,1S6GQ@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_34630,group_34630,573.JG24_00225,3.7e-72,217.0,"2EVUC@1|root,33P83@2|Bacteria,1NGAY@1224|Proteobacteria,1SIUS@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_22725,group_22725,573.JG24_00115,9.06e-260,710.0,"COG0630@1|root,COG0630@2|Bacteria,1R82Y@1224|Proteobacteria,1T07N@1236|Gammaproteobacteria",2|Bacteria,NU,"COG0630 Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis",virB11,-,-,"ko:K02283,ko:K03196,ko:K12083","ko03070,ko05120,map03070,map05120","M00333,M00564",-,-,"ko00000,ko00001,ko00002,ko02035,ko02044","3.A.7,3.A.7.3.1",-,-,T2SSE,True
ble,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_16889,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_17191,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_22726,group_22726,529507.PMIP18,1.45e-44,149.0,"2D9SI@1|root,32TTW@2|Bacteria,1MZFJ@1224|Proteobacteria,1SAAQ@1236|Gammaproteobacteria",2|Bacteria,S,Cag pathogenicity island protein Cag12,-,-,-,-,-,-,-,-,-,-,-,-,Cag12,True
group_23786,group_23786,573.JG24_00175,5.24e-128,363.0,"2EB57@1|root,3355W@2|Bacteria,1NAKK@1224|Proteobacteria,1SFSN@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_41934,group_41934,573.JG24_00240,9.819999999999999e-55,171.0,"2EPC8@1|root,33GYZ@2|Bacteria,1NP2J@1224|Proteobacteria,1SJ2J@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_18278,group_18278,573.JG24_00125,2.2399999999999997e-264,730.0,"COG2948@1|root,COG2948@2|Bacteria,1MXVX@1224|Proteobacteria,1RSE1@1236|Gammaproteobacteria",2|Bacteria,U,Conjugal transfer protein,virB10,-,-,ko:K03195,"ko03070,map03070",M00333,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.7,-,-,TrbI,True
tnp~~~insH,tnp~~~insH,316407.85676539,1.4199999999999999e-244,671.0,"COG3039@1|root,COG3039@2|Bacteria,1MVDK@1224|Proteobacteria,1RR0T@1236|Gammaproteobacteria",2|Bacteria,L,COG3039 Transposase and inactivated derivatives IS5 family,-,"GO:0003674,GO:0003824,GO:0004803,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006310,GO:0006313,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009279,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016020,GO:0019219,GO:0019222,GO:0019867,GO:0030312,GO:0030313,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031975,GO:0032196,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044462,GO:0044464,GO:0045893,GO:0045935,GO:0046483,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0071944,GO:0080090,GO:0090304,GO:0140097,GO:1901360,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141",-,ko:K07481,-,-,-,-,ko00000,-,-,-,"DDE_Tnp_1,DUF772",True
