Gene,allele,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,phylon_exclusive
group_24072,group_24072,35703.DQ02_13150,1.05e-97,284.0,"COG1974@1|root,COG1974@2|Bacteria,1MZFA@1224|Proteobacteria,1S5X5@1236|Gammaproteobacteria,3WYI5@544|Citrobacter",2|Bacteria,L,Peptidase S24-like,umuD,-,-,ko:K03503,-,-,-,-,"ko00000,ko01000,ko01002,ko03400",-,-,-,Peptidase_S24,True
group_44056,group_44056,716541.ECL_A173,1.67e-123,354.0,"COG0526@1|root,COG0526@2|Bacteria,1RB73@1224|Proteobacteria,1TKQM@1236|Gammaproteobacteria,3X170@547|Enterobacter",2|Bacteria,CO,F plasmid transfer operon protein,trbB,-,-,-,-,-,-,-,-,-,-,-,"AhpC-TSA,Redoxin,TraF",True
group_44033,group_44033,716541.ECL_A172,9.93e-36,122.0,"298CW@1|root,2ZVI7@2|Bacteria,1P74Q@1224|Proteobacteria,1SUWC@1236|Gammaproteobacteria,3X47H@547|Enterobacter",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_40856,group_40856,716541.ECL_A151,7.01e-304,832.0,"COG3170@1|root,COG3170@2|Bacteria,1R935@1224|Proteobacteria,1RQXY@1236|Gammaproteobacteria,3X0PA@547|Enterobacter",2|Bacteria,NU,Bacterial conjugation TrbI-like protein,tolA,-,2.7.13.3,"ko:K03407,ko:K03646,ko:K06596,ko:K07277,ko:K12065,ko:K13593","ko02020,ko02025,ko02030,ko04112,map02020,map02025,map02030,map04112","M00506,M00507",-,-,"ko00000,ko00001,ko00002,ko01000,ko01001,ko02000,ko02022,ko02035,ko02044,ko03029","1.B.33,2.C.1.2,3.A.7.11.1",-,-,TrbI,True
group_39523,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_43433,group_43433,716541.ECL_A071,1.12e-42,140.0,"2998B@1|root,2ZWBK@2|Bacteria,1P9BU@1224|Proteobacteria,1STQJ@1236|Gammaproteobacteria,3X45D@547|Enterobacter",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
group_40911,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_37800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
group_49029,group_49029,754331.AEME01000001_gene3678,4.12e-151,427.0,"2C2AA@1|root,2ZAYY@2|Bacteria,1RD8I@1224|Proteobacteria,1RZE6@1236|Gammaproteobacteria,3XQM8@561|Escherichia",2|Bacteria,S,Enterobacterial TraT complement resistance protein,ylpA,-,-,-,-,-,-,-,-,-,-,-,TraT,True
group_44772,group_44772,716541.ECL_A086,9.689999999999999e-42,138.0,"2B128@1|root,31TFM@2|Bacteria,1QR5Z@1224|Proteobacteria,1RU0G@1236|Gammaproteobacteria,3X45N@547|Enterobacter",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_33997,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
