Gene,allele,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,phylon_exclusive
group_35829,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_45978,group_45978,220341.16506106,0.0,1049.0,"COG0419@1|root,COG0419@2|Bacteria,1QR2F@1224|Proteobacteria,1SMDQ@1236|Gammaproteobacteria",2|Bacteria,L,RecF/RecN/SMC N terminal domain,sbcC,-,-,ko:K03546,-,-,-,-,"ko00000,ko03400",-,-,-,"AAA_23,Rad50_zn_hook,SMC_N,SbcCD_C",True
group_30140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_10397,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_24765,group_24765,220341.16505986,9.93e-91,265.0,"2DSIH@1|root,33G9Z@2|Bacteria,1NJJX@1224|Proteobacteria,1SGWY@1236|Gammaproteobacteria",2|Bacteria,S,Protein of unknown function (DUF2591),-,-,-,-,-,-,-,-,-,-,-,-,DUF2591,True
group_32841,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_30583,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
ydfZ,ydfZ,220341.16506077,3.19e-41,135.0,"2C4ZZ@1|root,3320I@2|Bacteria,1N7QH@1224|Proteobacteria,1SCDY@1236|Gammaproteobacteria",2|Bacteria,S,selenium-binding protein YdfZ,ydfZ_1,-,-,-,-,-,-,-,-,-,-,-,YdfZ,True
group_36473,group_36473,220341.16506062,2.1499999999999998e-126,359.0,"2F140@1|root,33U5F@2|Bacteria,1NV29@1224|Proteobacteria,1SNI4@1236|Gammaproteobacteria,3ZNDI@590|Salmonella",2|Bacteria,N,Repressor of phase-1 flagellin,-,-,-,-,-,-,-,-,-,-,-,-,Flag1_repress,True
group_34617,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_36932,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_45627,group_45627,220341.16506100,2.77e-253,696.0,"COG0207@1|root,COG0207@2|Bacteria,1MUBD@1224|Proteobacteria,1RPYV@1236|Gammaproteobacteria,3ZKKY@590|Salmonella",2|Bacteria,F,"Catalyzes the reductive methylation of 2'-deoxyuridine- 5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor and reductant in the reaction, yielding dihydrofolate (DHF) as a by-product. This enzymatic reaction provides an intracellular de novo source of dTMP, an essential precursor for DNA biosynthesis",thyA,-,2.1.1.45,ko:K00560,"ko00240,ko00670,ko01100,ko01523,map00240,map00670,map01100,map01523",M00053,R02101,"RC00219,RC00332","ko00000,ko00001,ko00002,ko01000",-,-,-,Thymidylat_synt,True
group_46194,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_33616,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_20848,group_20848,220341.16506005,1.3899999999999998e-54,173.0,"2D1MV@1|root,32TAZ@2|Bacteria,1N45A@1224|Proteobacteria,1S954@1236|Gammaproteobacteria",2|Bacteria,S,Phage protein (N4 Gp49/phage Sf6 gene 66) family,-,-,-,-,-,-,-,-,-,-,-,-,"DUF2829,Phage_gp49_66",True
group_45923,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_43030,group_43030,220341.16506027,3.63e-143,405.0,"COG1192@1|root,COG1192@2|Bacteria,1MWRE@1224|Proteobacteria,1RMZN@1236|Gammaproteobacteria",2|Bacteria,D,involved in chromosome partitioning,-,-,-,ko:K03496,-,-,-,-,"ko00000,ko03036,ko04812",-,-,-,"AAA_31,CbiA",True
group_35735,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_20665,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_44602,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_35573,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_36596,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_23168,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_32924,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_43638,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_45674,group_45674,220341.16505989,3.32e-194,562.0,"COG0468@1|root,COG0468@2|Bacteria,1MU3C@1224|Proteobacteria,1RMHP@1236|Gammaproteobacteria,3ZJDI@590|Salmonella",2|Bacteria,L,"Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage",recA,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0031668,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071496,GO:0071704,GO:0090304,GO:1901360",-,ko:K03553,"ko03440,map03440",M00729,-,-,"ko00000,ko00001,ko00002,ko03400",-,-,-,RecA,True
group_30139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_45032,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_45357,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_36597,group_36597,220341.16506033,0.0,1871.0,"COG1196@1|root,COG4733@1|root,COG1196@2|Bacteria,COG4733@2|Bacteria,1MXXZ@1224|Proteobacteria,1RNFD@1236|Gammaproteobacteria,3ZJ9T@590|Salmonella",2|Bacteria,D,Fibronectin type III protein,sca1,-,-,-,-,-,-,-,-,-,-,-,"Autotransporter,DUF1983,DUF3672,Phage-tail_3",True
group_21115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_33183,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_37532,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
cobT2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_41871,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_46014,group_46014,220341.16506108,3.01e-253,695.0,"COG0420@1|root,COG0420@2|Bacteria,1NV65@1224|Proteobacteria,1SP5F@1236|Gammaproteobacteria",2|Bacteria,L,Calcineurin-like phosphoesterase,-,-,3.1.1.53,"ko:K03547,ko:K05970",-,-,-,-,"ko00000,ko01000,ko03400",-,-,-,"Metallophos,Metallophos_2",True
group_12727,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_8796,group_8796,220341.16506055,3.79e-52,164.0,"2EF6I@1|root,338ZM@2|Bacteria,1NDWU@1224|Proteobacteria,1SECP@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
mK0520,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_34146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_42289,group_42289,220341.16506007,4.52e-171,479.0,"COG1702@1|root,COG1702@2|Bacteria,1PNF2@1224|Proteobacteria,1RNZ7@1236|Gammaproteobacteria,3ZJY2@590|Salmonella",2|Bacteria,T,PhoH-like protein,phoH,-,-,ko:K06217,-,-,-,-,ko00000,-,-,-,PhoH,True
group_37693,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_45819,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_47998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_18160,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_47420,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_25896,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_34928,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_36202,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_38856,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_38382,group_38382,220341.16506075,4.79e-57,178.0,"28RT8@1|root,2ZE5K@2|Bacteria,1P5MZ@1224|Proteobacteria,1SVPY@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_31590,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
