Gene,allele,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,phylon_exclusive
rhsC,rhsC,1263831.F543_22780,3.43e-14,66.6,"2DVIP@1|root,33W39@2|Bacteria,1NNS0@1224|Proteobacteria,1SP7E@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_2025,group_2025,61647.LG71_23590,1.07e-232,640.0,"COG3039@1|root,COG3039@2|Bacteria,1MVDK@1224|Proteobacteria,1RR0T@1236|Gammaproteobacteria",2|Bacteria,L,COG3039 Transposase and inactivated derivatives IS5 family,insH5,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0044424,GO:0044444,GO:0044464,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141",-,ko:K07481,-,-,-,-,ko00000,-,-,-,"DDE_Tnp_1,DUF772",True
group_44201,group_44201,61647.LG71_23590,1.07e-232,640.0,"COG3039@1|root,COG3039@2|Bacteria,1MVDK@1224|Proteobacteria,1RR0T@1236|Gammaproteobacteria",2|Bacteria,L,COG3039 Transposase and inactivated derivatives IS5 family,insH5,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0044424,GO:0044444,GO:0044464,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141",-,ko:K07481,-,-,-,-,ko00000,-,-,-,"DDE_Tnp_1,DUF772",True
group_43752,group_43752,316407.85674930,7.9e-230,636.0,"COG3039@1|root,COG3039@2|Bacteria,1MVDK@1224|Proteobacteria,1RR0T@1236|Gammaproteobacteria",2|Bacteria,L,COG3039 Transposase and inactivated derivatives IS5 family,insH5,"GO:0003674,GO:0003824,GO:0004803,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006310,GO:0006313,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032196,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0045893,GO:0045935,GO:0046483,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0140097,GO:1901360,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141",-,ko:K07481,-,-,-,-,ko00000,-,-,-,"DDE_Tnp_1,DUF772",False
group_15120,group_15120,1166130.H650_00265,1.85e-173,484.0,"COG3316@1|root,COG3316@2|Bacteria,1MWZ2@1224|Proteobacteria,1RRC2@1236|Gammaproteobacteria,3X3BR@547|Enterobacter",2|Bacteria,L,Transposase IS66 family,-,-,-,ko:K18320,-,-,-,-,ko00000,-,-,-,DDE_Tnp_IS240,False
group_30320,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_3278,group_3278,571.MC52_01640,4.65e-08,51.6,"COG0582@1|root,COG0582@2|Bacteria,1NK7U@1224|Proteobacteria,1SGPF@1236|Gammaproteobacteria",2|Bacteria,L,Pfam:DUF4102,intA,-,-,-,-,-,-,-,-,-,-,-,"Arm-DNA-bind_3,Phage_int_SAM_3,Phage_integrase",False
group_42913,group_42913,1484157.PSNIH2_23090,1.4e-70,213.0,"COG5569@1|root,COG5569@2|Bacteria,1RE2A@1224|Proteobacteria,1S4JP@1236|Gammaproteobacteria",2|Bacteria,S,Copper binding periplasmic protein CusF,cusF,-,-,ko:K07810,"ko02020,map02020",-,-,-,"ko00000,ko00001",2.A.6.1.4,-,-,CusF_Ec,False
group_40934,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,True
group_48363,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
